user_id	post_name	u_interactions_f	u_text_f	u_topic_c	u_topic_o	u_sentiment_c	u_sentiment_f
56	3185	5	230	20	[0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.02173018455505371, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.021729864180088043, 0.2317856401205063, 0.021729864180088043, 0.0745420753955841, 0.021729864180088043, 0.021729864180088043, 0.3025343716144562]	2	0.999987
57	3170	5	251	20	[0.06935641914606094, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.02849208004772663, 0.028492076322436333, 0.028492121025919914, 0.09649745374917984, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.028492076322436333, 0.028492091223597527, 0.028492078185081482, 0.32128867506980896]	2	0.999943
58	3169	5	243	20	[0.020107751712203026, 0.020107749849557877, 0.020107749849557877, 0.020107751712203026, 0.020108023658394814, 0.11190967261791229, 0.020107749849557877, 0.020107749849557877, 0.020107772201299667, 0.020107749849557877, 0.09992409497499466, 0.020107749849557877, 0.020107749849557877, 0.2229749858379364, 0.020107749849557877, 0.020107749849557877, 0.020107751712203026, 0.020107802003622055, 0.020107749849557877, 0.020107749849557877, 0.223359152674675]	2	0.999975
59	1724	6	213	8	[0.012623257003724575, 0.012623257003724575, 0.01262325793504715, 0.012623257003724575, 0.08590194582939148, 0.012623257003724575, 0.012623257003724575, 0.012623257003724575, 0.3492182195186615, 0.04333747923374176, 0.040762368589639664, 0.012623257003724575, 0.012623257003724575, 0.012623257003724575, 0.012623257003724575, 0.012623257003724575, 0.012623257003724575, 0.16719171404838562, 0.012623421847820282, 0.1242392361164093, 0.012623257003724575]	2	0.998944
60	1679	5	410	8	[0.01917050965130329, 0.019170505926012993, 0.019170505926012993, 0.019170505926012993, 0.019170524552464485, 0.019170505926012993, 0.019170505926012993, 0.019170505926012993, 0.39529046416282654, 0.019170505926012993, 0.01917051337659359, 0.019170505926012993, 0.019170505926012993, 0.01917053386569023, 0.019170505926012993, 0.01917065493762493, 0.019170507788658142, 0.24046950042247772, 0.019170507788658142, 0.019170507788658142, 0.019170712679624557]	2	0.986087
61	3130	5	64	20	[0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.0153543995693326, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.015354391187429428, 0.692912220954895]	2	0.999982
62	1669	6	113	8	[0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.4534296691417694, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.17971238493919373, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.010794971138238907, 0.17254847288131714]	2	0.999886
63	3085	5	136	20	[0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.011130801402032375, 0.0111308004707098, 0.011130803264677525, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.011131602339446545, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.0111308004707098, 0.7773831486701965]	2	0.999982
64	3043	5	152	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8081658482551575]	2	0.999989
65	1559	6	207	8	[0.014174963347613811, 0.014174963347613811, 0.014174984768033028, 0.014174963347613811, 0.040693894028663635, 0.014174963347613811, 0.014174978248775005, 0.014174963347613811, 0.5391586422920227, 0.04635532945394516, 0.014174963347613811, 0.014174963347613811, 0.014174963347613811, 0.014174963347613811, 0.014174963347613811, 0.014174963347613811, 0.014174963347613811, 0.13281771540641785, 0.014174964278936386, 0.014174963347613811, 0.014174963347613811]	2	0.999212
66	3016	5	686	20	[0.015707798302173615, 0.015707800164818764, 0.015719160437583923, 0.015707798302173615, 0.015707798302173615, 0.015707798302173615, 0.015707841143012047, 0.015707798302173615, 0.015707798302173615, 0.015707846730947495, 0.01570781320333481, 0.015707798302173615, 0.015707798302173615, 0.19603650271892548, 0.015707798302173615, 0.08811881393194199, 0.01570781134068966, 0.015707818791270256, 0.015707800164818764, 0.015707798302173615, 0.43309277296066284]	2	0.999408
67	1492	5	150	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12719565629959106, 0.0, 0.0, 0.0, 0.0, 0.042174726724624634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.678795337677002]	2	0.999591
68	1489	5	148	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06377914547920227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04394056648015976, 0.0, 0.7313287854194641]	2	0.999635
69	3000	5	88	20	[0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.294988214969635, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.016524778679013252, 0.39104098081588745]	2	0.999926
70	1487	5	136	8	[0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.16481496393680573, 0.011181309819221497, 0.011181309819221497, 0.4359220266342163, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.19799943268299103, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497, 0.011181309819221497]	2	0.99946
71	2997	5	258	20	[0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.07731541991233826, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.011729027144610882, 0.6998330950737]	2	0.999972
72	1480	6	125	8	[0.01025982853025198, 0.01025982853025198, 0.01025982853025198, 0.01025982853025198, 0.01025982853025198, 0.08189646899700165, 0.07548126578330994, 0.010259839706122875, 0.6197931170463562, 0.01025982853025198, 0.010259833186864853, 0.01025982853025198, 0.010259830392897129, 0.01025982853025198, 0.010259829461574554, 0.01025982853025198, 0.010259832255542278, 0.01025982853025198, 0.048412028700113297, 0.01025982853025198, 0.01025982853025198]	2	0.999834
73	2993	5	230	20	[0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.010227815248072147, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.0102278096601367, 0.7954437732696533]	2	0.999901
74	1469	5	171	20	[0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.01031202170997858, 0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.07685773074626923, 0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.04185560345649719, 0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.010312020778656006, 0.6956703066825867]	2	0.999975
75	2987	5	621	20	[0.01595957577228546, 0.01595957577228546, 0.01595957763493061, 0.01595958322286606, 0.015959586948156357, 0.01595957577228546, 0.01595957949757576, 0.01595957577228546, 0.015960752964019775, 0.015959640964865685, 0.015959620475769043, 0.01595957949757576, 0.01595962792634964, 0.01595957577228546, 0.06498140841722488, 0.01595957577228546, 0.015959590673446655, 0.01595957577228546, 0.01595957577228546, 0.015959737822413445, 0.6317851543426514]	2	0.999856
76	2978	5	197	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02637317217886448, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06465832144021988, 0.0, 0.741593062877655]	2	0.999993
77	1429	5	176	20	[0.25621992349624634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053809791803359985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05846139043569565, 0.0, 0.47584202885627747]	2	0.99999
78	1408	5	177	8	[0.1697082817554474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.607323944568634, 0.0, 0.0, 0.0, 0.03870492801070213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030143680050969124]	2	0.999987
79	1406	6	259	20	[0.011028870940208435, 0.011028870940208435, 0.011028870940208435, 0.011028870940208435, 0.011028870940208435, 0.01102887187153101, 0.011028870940208435, 0.011028971523046494, 0.011028870940208435, 0.011028870940208435, 0.011028904467821121, 0.011028870940208435, 0.01102888397872448, 0.0707131177186966, 0.011028875596821308, 0.011028870940208435, 0.011028903536498547, 0.011028870940208435, 0.011028870940208435, 0.011028870940208435, 0.7197381854057312]	2	0.999981
80	1402	5	185	20	[0.028532003983855247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7981429100036621]	2	0.999989
81	1373	5	358	20	[0.014692628756165504, 0.014692714437842369, 0.014692628756165504, 0.014692628756165504, 0.014692663215100765, 0.014692628756165504, 0.014692628756165504, 0.014692628756165504, 0.014692628756165504, 0.014692628756165504, 0.014692654833197594, 0.014692679978907108, 0.014692628756165504, 0.014692628756165504, 0.0146926399320364, 0.014692628756165504, 0.014692628756165504, 0.014692628756165504, 0.014692628756165504, 0.014692632481455803, 0.7061471939086914]	2	0.999878
82	1363	5	166	8	[0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.7473286986351013, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.010089116171002388, 0.06097813695669174]	2	0.999992
83	2954	6	144	20	[0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183625854551792, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.05141199752688408, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.010183624923229218, 0.7550991177558899]	2	0.999985
84	1353	5	164	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.05913134664297104, 0.0, 0.0, 0.7600858211517334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	0.999988
85	1351	5	338	16	[0.019978223368525505, 0.019978223368525505, 0.01997896283864975, 0.019978223368525505, 0.019978968426585197, 0.019978223368525505, 0.019978223368525505, 0.019978223368525505, 0.019978223368525505, 0.019978223368525505, 0.01997830718755722, 0.019978225231170654, 0.019978223368525505, 0.019978223368525505, 0.019978223368525505, 0.14924484491348267, 0.4711673855781555, 0.019978223368525505, 0.019978223368525505, 0.019978223368525505, 0.019978230819106102]	1	0.0
86	1325	6	176	8	[0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.7106955647468567, 0.010421976447105408, 0.010421976447105408, 0.04750656709074974, 0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.010421976447105408, 0.010422014631330967, 0.010421976447105408, 0.054202284663915634, 0.010421976447105408]	2	0.999986
87	1207	5	215	8	[0.01178422849625349, 0.01178422849625349, 0.01178422849625349, 0.01178422849625349, 0.01178422849625349, 0.01178422849625349, 0.01178422849625349, 0.011784229427576065, 0.6525497436523438, 0.011784229427576065, 0.01178422849625349, 0.01178422849625349, 0.01178422849625349, 0.01178422849625349, 0.05758263170719147, 0.0470220111310482, 0.011784229427576065, 0.01178422849625349, 0.01178422849625349, 0.01178422849625349, 0.04251375421881676]	2	0.999992
88	1191	5	333	8	[0.01365672331303358, 0.013656718656420708, 0.013656718656420708, 0.013656718656420708, 0.013656718656420708, 0.013656718656420708, 0.013656718656420708, 0.013656718656420708, 0.43587732315063477, 0.013656718656420708, 0.22614358365535736, 0.013656718656420708, 0.013656718656420708, 0.013656718656420708, 0.013656718656420708, 0.013656720519065857, 0.013656718656420708, 0.013656718656420708, 0.06536466628313065, 0.013656718656420708, 0.040450163185596466]	2	0.999912
89	1182	5	185	8	[0.013055256567895412, 0.013055256567895412, 0.013055256567895412, 0.013055256567895412, 0.013055256567895412, 0.013055256567895412, 0.013055256567895412, 0.013055256567895412, 0.7388947010040283, 0.013055256567895412, 0.013055256567895412, 0.013055256567895412, 0.013055257499217987, 0.013055257499217987, 0.013055265881121159, 0.013055256567895412, 0.01305526215583086, 0.013055256567895412, 0.013055256567895412, 0.013055413030087948, 0.013055256567895412]	2	0.999984
90	1181	5	261	20	[0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297837063670158, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297837063670158, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.012297836132347584, 0.7540432810783386]	2	0.999981
91	1161	6	237	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08468066900968552, 0.0, 0.0, 0.7377563714981079]	2	0.999984
92	1158	5	241	4	[0.04310918226838112, 0.018672330304980278, 0.018672330304980278, 0.018672330304980278, 0.3422465920448303, 0.051128651946783066, 0.018672330304980278, 0.018672330304980278, 0.24608582258224487, 0.018672330304980278, 0.01867235265672207, 0.018672382459044456, 0.018672330304980278, 0.018672330304980278, 0.018672330304980278, 0.018672330304980278, 0.018672330304980278, 0.018672330304980278, 0.018672330304980278, 0.018672330304980278, 0.018672334030270576]	2	0.999045
93	1157	5	297	20	[0.07330790162086487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7398163676261902]	2	0.999984
94	1156	6	177	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.82526695728302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	0.999988
95	1162	5	265	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.81226646900177]	2	0.999977
96	1151	5	177	8	[0.07554308325052261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7669466733932495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	0.999986
97	1111	5	201	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6865538358688354, 0.0, 0.0, 0.06658370047807693, 0.0, 0.0, 0.07792003452777863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	0.999965
98	1101	5	223	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.04836852848529816, 0.0, 0.0, 0.6885356307029724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08590618520975113]	2	0.999985
99	2703	29	61	12	[0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.08609405159950256, 0.5283693075180054, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.014021134935319424, 0.014021134003996849, 0.014021134003996849, 0.014021134003996849, 0.13315622508525848]	2	0.998828
100	1089	5	196	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7622156143188477, 0.0, 0.03905569389462471, 0.04706142097711563, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	0.999988
101	1086	5	272	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8085365295410156]	2	0.999968
102	1087	6	306	8	[0.011156363412737846, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.6536848545074463, 0.08706679195165634, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.011156362481415272, 0.05843386799097061, 0.011156362481415272, 0.01115638017654419, 0.011156362481415272]	2	0.99987
103	1080	5	184	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.812248945236206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	0.999987
104	1078	6	401	20	[0.012136295437812805, 0.012136295437812805, 0.012136295437812805, 0.012136297300457954, 0.012136295437812805, 0.012136295437812805, 0.012136295437812805, 0.012136295437812805, 0.012136295437812805, 0.012136339209973812, 0.012136305682361126, 0.012136295437812805, 0.012136295437812805, 0.012136378325521946, 0.04497062414884567, 0.012136295437812805, 0.012136295437812805, 0.012136295437812805, 0.012136295437812805, 0.012136304751038551, 0.7244396209716797]	2	0.999935
105	1073	5	174	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7864516973495483, 0.0, 0.0, 0.0, 0.0, 0.047587573528289795, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	2	0.999987
106	1057	5	333	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.04181956127285957, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7893381714820862]	2	0.999987
107	1052	5	298	20	[0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.0109519362449646, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951895266771317, 0.010951902717351913, 0.7809619903564453]	2	0.999965
108	562	35	39	17	[0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246, 0.6253286600112915, 0.018733564764261246, 0.018733564764261246, 0.018733564764261246]	2	0.999543
