item_id	i_posts_f	i_interactions_f	i_friends_f	i_topic_o	i_topic1_c	i_topic1_f	i_topic2_c	i_topic2_f
53	0	8	253.0	[0.06030241749249399, 0.01839929015841335, 0.08313172846101224, 0.018399290274828672, 0.17690556857269257, 0.018399290274828672, 0.02656894747633487, 0.01839929085690528, 0.10511879716068506, 0.01839929015841335, 0.018399290274828672, 0.018399290274828672, 0.03088204050436616, 0.1029407010646537, 0.018399292952381074, 0.01839929074048996, 0.018399290274828672, 0.09422367718070745, 0.01839929015841335, 0.09913463401608169, 0.01839929085690528]	4.0	0.17690556857269257	8.0	0.10511879716068506
54	0	9	212.0	[0.0364305709178249, 0.019026515901916556, 0.10899330706646045, 0.019026515901916556, 0.03634875071131521, 0.019026515901916556, 0.019026515901916556, 0.08518016617745161, 0.019026516419317987, 0.06922502681199047, 0.10702849469251102, 0.1015406475505895, 0.019026515901916556, 0.019026515901916556, 0.02643436286598444, 0.0190265163158377, 0.04293076507747173, 0.10584025405761269, 0.019026515901916556, 0.06244446223394738, 0.04636453940636582]	2.0	0.10899330706646045	10.0	0.10702849469251102
55	0	17	563.0	[0.01535028887583929, 0.01535028898540665, 0.18591874777613318, 0.026404904639896226, 0.05468950782190351, 0.026623568114112404, 0.05331205417785574, 0.05653419236049933, 0.05615947285995764, 0.07585482770467505, 0.02393453349085415, 0.015350288930622971, 0.02562355392557733, 0.09121848440126461, 0.07593487290775075, 0.017836459145388183, 0.0680034591761582, 0.05103235330213519, 0.015350288930622971, 0.019569152418304894, 0.02994870608124663]	2.0	0.18591874777613318	13.0	0.09121848440126461
56	0	24	789.0	[0.039431580303547285, 0.04026769563400497, 0.13329659569232413, 0.035396662540733814, 0.0223473944934085, 0.05021035562579831, 0.03077526215929538, 0.08836738474201411, 0.04760819987859577, 0.020657595712691545, 0.04314858679814885, 0.051842458973017834, 0.017884736065752804, 0.02077521236302952, 0.0948869523126632, 0.03700442976939181, 0.04563494449636588, 0.0729920257969449, 0.01788473598814259, 0.04003163547410319, 0.04955555948739251]	2.0	0.13329659569232413	14.0	0.0948869523126632
57	0	46	706.0	[0.02190533746033907, 0.03512034668465671, 0.07130513571040786, 0.04660101544678859, 0.05048879938524054, 0.059261238020237375, 0.032156879466998835, 0.04162597536797757, 0.09171836819175792, 0.04125164052390534, 0.07317965518197288, 0.04902518775476062, 0.03361352514880507, 0.019034206158603014, 0.056171947199365364, 0.0563213593609955, 0.052670509493707315, 0.04727965536648813, 0.026343636639902124, 0.06242071877679099, 0.03250486950349549]	8.0	0.09171836819175792	10.0	0.07317965518197288
58	1887	14	1442987.0	[0.016415762781564678, 0.01641574309074453, 0.1375422085236226, 0.0584531433747283, 0.03284860734960863, 0.025303288030305078, 0.01641577249392867, 0.08733709362734642, 0.03753882526819195, 0.04397834079074008, 0.07696621073409915, 0.06777650969369071, 0.01641574302422149, 0.02496737740667803, 0.10201016281332288, 0.021053316204675605, 0.07565188920125365, 0.05974396451243332, 0.03538787577833448, 0.01641574322379061, 0.031362417353583236]	2.0	0.1375422085236226	14.0	0.10201016281332288
59	0	12	426.0	[0.015701039616639417, 0.034712338276828326, 0.08650663138056795, 0.018632520533477265, 0.015701027819886804, 0.04369774010653297, 0.015701027819886804, 0.03509026525231699, 0.04551364822934071, 0.02780988245892028, 0.015701027819886804, 0.12573407660238445, 0.015701027819886804, 0.015701027819886804, 0.03333027272795638, 0.015701027819886804, 0.09099612338468432, 0.06625061909047265, 0.09536176718150575, 0.1541473975715538, 0.032309511521210275]	19.0	0.1541473975715538	11.0	0.12573407660238445
60	0	6	2450.0	[0.10669688150907557, 0.015193993225693703, 0.036902874863396086, 0.015193993225693703, 0.015193993225693703, 0.015193993225693703, 0.015193993225693703, 0.0474509277070562, 0.015193993225693703, 0.09049175959080458, 0.015193993225693703, 0.015193993225693703, 0.027471017247686785, 0.015193993225693703, 0.03475574559221665, 0.015193993225693703, 0.2311498837855955, 0.11629317576686542, 0.09336168675993879, 0.015193993225693703, 0.048292097014685474]	16.0	0.2311498837855955	17.0	0.11629317576686542
61	0	9	1342.0	[0.018842161840034857, 0.044190575989584126, 0.11447785805082983, 0.018842162046995427, 0.018842161840034857, 0.018842161840034857, 0.08591357908315128, 0.0661991024389863, 0.045189929815630116, 0.06904067275010878, 0.07725919627894957, 0.01884216194351514, 0.018842161840034857, 0.018842161840034857, 0.09541488231884108, 0.018842162564396858, 0.018842162667877145, 0.10565589999573098, 0.01884216194351514, 0.08939451393153933, 0.0188421667036083]	2.0	0.11447785805082983	17.0	0.10565589999573098
62	0	7	217.0	[0.030813630005078658, 0.016803194236542498, 0.01680319503481899, 0.04396329487540892, 0.036070961372128556, 0.016803194236542498, 0.016803194236542498, 0.061912410360361846, 0.21374664176255465, 0.016803194236542498, 0.039903760488544195, 0.054054703430405686, 0.016803194236542498, 0.016803194236542498, 0.05347965471446514, 0.016803194236542498, 0.01680319436958858, 0.10345963947474957, 0.016803194236542498, 0.15658350608178548, 0.0379798598587513]	8.0	0.21374664176255465	19.0	0.15658350608178548
63	0	7	1266.0	[0.020247040582554682, 0.020247040582554682, 0.04364349613232272, 0.020247040582554682, 0.020247040582554682, 0.020247040582554682, 0.10648170486092567, 0.047895842497902255, 0.06068734598479101, 0.08478798318122115, 0.020247040582554682, 0.020247040582554682, 0.020247040582554682, 0.020247040582554682, 0.06051130366644689, 0.020247041380831172, 0.020247040582554682, 0.12034006589757544, 0.024575348012149334, 0.1165993997294988, 0.11176007014832326]	17.0	0.12034006589757544	19.0	0.1165993997294988
64	0	6	101758.0	[0.114052078841875, 0.014693505130708218, 0.1373342222844561, 0.027411697587619226, 0.014693504975487789, 0.014693504975487789, 0.014693522360175848, 0.014693504820267359, 0.023381443849454325, 0.1299976541971167, 0.09324411675333977, 0.014693504975487789, 0.014693504820267359, 0.014693504820267359, 0.025776394953330357, 0.021737653606881697, 0.014693506062030792, 0.14491411205381155, 0.014693504975487789, 0.12052203295752406, 0.014693511184304953]	17.0	0.14491411205381155	2.0	0.1373342222844561
65	0	10	1548.0	[0.016198599152266978, 0.0809093402698636, 0.20399643210694193, 0.016198599245399237, 0.016198599152266978, 0.016198599245399237, 0.022734325006604196, 0.016198599897325038, 0.021411356050521135, 0.016198599152266978, 0.02164356308057904, 0.016198599245399237, 0.016198599245399237, 0.08383172787725926, 0.1499479692429304, 0.01619859943166375, 0.01619859943166375, 0.07685810895636677, 0.016198599152266978, 0.1442839913070202, 0.016198599711060524]	2.0	0.20399643210694193	14.0	0.1499479692429304
66	0	10	2150.0	[0.018330752942711116, 0.01833075312897563, 0.1716312569566071, 0.01833075312897563, 0.01833075303584337, 0.01833075303584337, 0.018330763466656207, 0.03768491400405764, 0.09291912224143743, 0.13269190238788725, 0.06546112010255456, 0.07879440281540155, 0.018330752942711116, 0.018330752942711116, 0.018330753780901432, 0.02255724258720875, 0.018330753687769173, 0.09646311728283763, 0.01833075303584337, 0.08182786982506514, 0.018330757133662702]	2.0	0.1716312569566071	9.0	0.13269190238788725
67	0	12	139.0	[0.07455360416012506, 0.030733643099665642, 0.08451018443641563, 0.0799978725456943, 0.01831656841871639, 0.018316605671619374, 0.018316543273006875, 0.018316723095873993, 0.06410584800566237, 0.057905913408224784, 0.06009786374246081, 0.0948458524265637, 0.01831660877602796, 0.03189261040339867, 0.06595236497620742, 0.018316714946801465, 0.09680113972475131, 0.06886623295334478, 0.024568767597277958, 0.03695149929262698, 0.018316841296230752]	16.0	0.09680113972475131	11.0	0.0948458524265637
68	1	17	15545992.0	[0.017276506487499264, 0.017276506597066626, 0.06790716940646663, 0.028460077448364568, 0.07809118427993621, 0.04980273698182667, 0.05523827167994836, 0.0382150311351699, 0.02966953583938234, 0.043852188734008986, 0.03614204508416793, 0.07294262989478953, 0.017276506597066626, 0.027717672945821985, 0.055705605567816424, 0.01727650687098503, 0.12508987235453198, 0.05295857217381982, 0.017276506542282945, 0.11502281981794273, 0.03680205635507317]	16.0	0.12508987235453198	19.0	0.11502281981794273
69	0	6	1037.0	[0.03181999921798706, 0.0816866378299892, 0.035205560736358166, 0.04836861090734601, 0.050072024731586375, 0.016681826828668516, 0.016681826828668516, 0.07600764573241274, 0.034554004513969026, 0.12076854504023989, 0.016681826828668516, 0.031057940640797217, 0.016681826828668516, 0.09061463425556819, 0.05947092967107892, 0.04618777319168051, 0.016681826983888943, 0.1177810129399101, 0.05963188844422499, 0.016681826828668516, 0.016681826983888943]	9.0	0.12076854504023989	17.0	0.1177810129399101
70	0	8	2882.0	[0.02036882925312966, 0.02036882925312966, 0.21029166062362492, 0.061668830923736095, 0.02036882925312966, 0.020368829369544983, 0.03519751108251512, 0.02036882971879095, 0.1046617403626442, 0.02036882925312966, 0.03723754652310163, 0.02036882925312966, 0.02036882925312966, 0.02036882925312966, 0.054790359223261476, 0.03153434698469937, 0.09640276967547834, 0.09619321615900844, 0.03715969168115407, 0.02036882925312966, 0.031174035859294236]	2.0	0.21029166062362492	8.0	0.1046617403626442
71	0	10	602.0	[0.01915748044848442, 0.019157480634748935, 0.1052296070381999, 0.019157480634748935, 0.01915748044848442, 0.01915748044848442, 0.0795217559672892, 0.038511641696095465, 0.024370244331657888, 0.06433614026755094, 0.06628784760832787, 0.07962113032117486, 0.01915748044848442, 0.01915748044848442, 0.08399140210822224, 0.019157481100410222, 0.08661097949370741, 0.09728984478861094, 0.01915748054161668, 0.08265459733083844, 0.01915748482570052]	2.0	0.1052296070381999	17.0	0.09728984478861094
72	0	6	582.0	[0.01953574999546011, 0.019535751702884834, 0.0468310482489566, 0.01953574999546011, 0.01953574999546011, 0.03591600495080153, 0.09418751609822114, 0.01953575061634183, 0.055877690048267446, 0.01953574999546011, 0.01953574999546011, 0.01953574999546011, 0.01953574999546011, 0.01953574999546011, 0.01953575061634183, 0.01953575061634183, 0.12091433722525835, 0.2330016870982945, 0.01953574999546011, 0.1253642781327168, 0.033942691050469875]	17.0	0.2330016870982945	19.0	0.1253642781327168
73	0	15	377609.0	[0.06962014846503735, 0.02802603437254826, 0.10846921180685361, 0.018092323342959085, 0.06485334162910779, 0.04776649214327335, 0.058335256700714426, 0.030931017361581326, 0.06770003084093332, 0.023256275492409866, 0.03887577547381322, 0.06620844590167205, 0.024749772623181343, 0.02895316251864036, 0.040836576682825886, 0.01809230794509252, 0.027022787369787693, 0.05853197885056337, 0.01809230583409468, 0.06413414453466733, 0.09745261458059153]	2.0	0.10846921180685361	20.0	0.09745261458059153
74	1	14	190570.0	[0.01702296341370259, 0.017022963546748673, 0.1737467089135732, 0.01702303026935884, 0.019480718432792594, 0.01702296341370259, 0.1062367247151477, 0.017022963679794754, 0.08983181589948279, 0.01702296594157815, 0.017022964078933, 0.07687434108395662, 0.06314416396032486, 0.03382645374430077, 0.026090618755136217, 0.05605880975989359, 0.08046029707682985, 0.06035118450277618, 0.017022963613271713, 0.017022963546748673, 0.060691421053239276]	2.0	0.1737467089135732	6.0	0.1062367247151477
75	0	22	1853.0	[0.016007746061818165, 0.04542171938175505, 0.06729015487838876, 0.04185215455733917, 0.03047878100452098, 0.029016884255476973, 0.06380562577396631, 0.019542411731725388, 0.12143885153769092, 0.04492254661057483, 0.054483539551835165, 0.03625060186128725, 0.016007746061818165, 0.05122732485390522, 0.08189379119060257, 0.016007746442813765, 0.053435463034971195, 0.05152245721017772, 0.0359668561511419, 0.04393410598012534, 0.07949349059807984]	8.0	0.12143885153769092	14.0	0.08189379119060257
76	0	17	2364.0	[0.015609716777415836, 0.06709460727870464, 0.05889467621112571, 0.015609716886983198, 0.02478031173129292, 0.015609716832199517, 0.051118114250986016, 0.06951589959070963, 0.0674784653546179, 0.09372445256175364, 0.015609717325252645, 0.05700947656570112, 0.0553334349875941, 0.05074682875591166, 0.026422185549402937, 0.01809588715653209, 0.0921319532482063, 0.0512917813132791, 0.015609716832199517, 0.07594693369944305, 0.06236641026814194]	9.0	0.09372445256175364	16.0	0.0921319532482063
77	0	9	2594.0	[0.02087668153560824, 0.02087668153560824, 0.03795790558473931, 0.032333163958456784, 0.02087668153560824, 0.020876681639088526, 0.028138599151538476, 0.06587899093412691, 0.09591216387020217, 0.02087668153560824, 0.03587109699017472, 0.05890565551817417, 0.020876681639088526, 0.09602460234115522, 0.04161981027573347, 0.04888671740061707, 0.035325443372130394, 0.11908376899858315, 0.03580189258274105, 0.10662292471776406, 0.036377187714808516]	17.0	0.11908376899858315	19.0	0.10662292471776406
78	0	26	1156.0	[0.015824866373665057, 0.04948806393748292, 0.06590960525835936, 0.04643519935556329, 0.04421057283448485, 0.030056125233666256, 0.06083189341454552, 0.0277646159968124, 0.08735747051496918, 0.04029123606876685, 0.04628708980117853, 0.03295343662970341, 0.041798066741858535, 0.045626048428507954, 0.08351856369811755, 0.01926041043435152, 0.0781238626760359, 0.04587577580689238, 0.032713344105734274, 0.03945486322761728, 0.06621889469142143]	8.0	0.08735747051496918	14.0	0.08351856369811755
79	0	8	310.0	[0.015717999078333378, 0.0913223612587899, 0.01571799977682531, 0.08325819787569344, 0.015717999078333378, 0.028003190527670085, 0.0717068238882348, 0.01571799931116402, 0.04314566089306027, 0.015717999078333378, 0.03565254667773843, 0.09588835458271205, 0.10668326343875378, 0.090384362032637, 0.1052328422665596, 0.01571799931116402, 0.015717999427579343, 0.0915423862170428, 0.015717999078333378, 0.01571799931116402, 0.015717999543994665]	12.0	0.10668326343875378	14.0	0.1052328422665596
80	0	7	1316.0	[0.03898574731179646, 0.01660910514848573, 0.11351540578263146, 0.01660910514848573, 0.03602542182696717, 0.01660910514848573, 0.016609105414577892, 0.06290604919195175, 0.21205186724130595, 0.01660910514848573, 0.01660910514848573, 0.03632206044026783, 0.01660910514848573, 0.10194209138197559, 0.033343582547136714, 0.01660910514848573, 0.06415721335049186, 0.10326554732663291, 0.01660910514848573, 0.01660910514848573, 0.03139395359903574]	8.0	0.21205186724130595	2.0	0.11351540578263146
81	0	6	375.0	[0.11837869727363189, 0.11982593949263294, 0.05279902663702766, 0.03977197657028834, 0.03471110419680675, 0.019020136445760727, 0.019020146690309048, 0.03915274872755011, 0.061651838632921376, 0.134324272784094, 0.019020124183346827, 0.029301198044170935, 0.019020123562465113, 0.019020123252024252, 0.030103013540307682, 0.026064272814740736, 0.0190201240281264, 0.12011930687973897, 0.04163492610678077, 0.019020123562465113, 0.019020757017036278]	9.0	0.134324272784094	17.0	0.12011930687973897
82	0	23	1196.0	[0.024112912785747776, 0.0173026150011498, 0.07414722831352898, 0.01939842428850091, 0.0625588847729175, 0.02893417555352916, 0.06586395256707202, 0.05077804904431105, 0.1099299733000605, 0.04104852064958085, 0.037794093925343906, 0.06241553637158612, 0.017302649703038776, 0.08290744252988826, 0.03979468114836061, 0.01730270521796268, 0.09205922006588915, 0.05536265521431747, 0.02746546859650508, 0.04662729370529237, 0.02689351927003135]	8.0	0.1099299733000605	16.0	0.09205922006588915
83	0	60	127.0	[0.02891999202159544, 0.049404883896932004, 0.11990666271497806, 0.035855183269207676, 0.04244410792986552, 0.05003075924081107, 0.02613295183206598, 0.039619376153374714, 0.043577991472557184, 0.03658936517313123, 0.058233019042139254, 0.05864422484301031, 0.050912429857999084, 0.03461878791761895, 0.04819700362471243, 0.03301427778787911, 0.049514246188725033, 0.05209971447475255, 0.039816512974599996, 0.044162322953343394, 0.05830618689457576]	2.0	0.11990666271497806	11.0	0.05864422484301031
84	0	7	687.0	[0.01637174907539572, 0.01637174907539572, 0.03833332232066563, 0.031101512057440623, 0.01637174907539572, 0.03177648104195084, 0.016371749341487885, 0.01637174907539572, 0.03146100243819611, 0.01637174907539572, 0.04474545216986111, 0.10799501224287919, 0.11284363615725722, 0.12706185385052646, 0.07088585131402526, 0.01637174907539572, 0.016371749208441803, 0.01637174907539572, 0.03556130613599505, 0.10708191605018717, 0.11380693356373481]	13.0	0.12706185385052646	20.0	0.11380693356373481
85	0	14	3727.0	[0.01565078625987683, 0.021452743360506638, 0.07791839440220169, 0.02201405693111675, 0.023923365399241447, 0.0451379922617759, 0.015650788455137184, 0.038219272159039974, 0.05895016295835376, 0.04405166528054646, 0.040258543632392375, 0.0156507905838745, 0.0354920258479459, 0.02915752027183771, 0.11256277947021383, 0.0607410218300564, 0.017340272332408597, 0.03253565502486059, 0.08821794191109282, 0.07692039365481053, 0.12815383548981377]	20.0	0.12815383548981377	14.0	0.11256277947021383
86	0	21	2479.0	[0.015119359784183047, 0.015119359651136966, 0.06817332273792653, 0.042643388555873005, 0.04402059285591046, 0.02123079311457418, 0.05890264526186954, 0.07876836987478393, 0.04116566918258156, 0.02663983293764648, 0.04987322064560084, 0.05926357861608267, 0.022411777903991088, 0.043563688218238805, 0.06186996440270117, 0.017957543909904502, 0.018395775751698585, 0.043666974641382694, 0.03389432086121468, 0.0998038121809562, 0.13751601844671227]	20.0	0.13751601844671227	19.0	0.0998038121809562
87	0	6	416.0	[0.01639480780189236, 0.01639480780189236, 0.01639480811233322, 0.03124243936811884, 0.06098522602890929, 0.12157980616514881, 0.016394808733214934, 0.016394818977763254, 0.025082734413444996, 0.14069986855611205, 0.01639480811233322, 0.10769677457089226, 0.01639480811233322, 0.01639480811233322, 0.027153380680829287, 0.016394812458505232, 0.01639480811233322, 0.016394813700268667, 0.01639480780189236, 0.2162237704421083, 0.0725982963728408]	19.0	0.2162237704421083	9.0	0.14069986855611205
88	0	7	1220.0	[0.019660319866878644, 0.019660319866878644, 0.04133228452077934, 0.019660319866878644, 0.019660319866878644, 0.019660319866878644, 0.019660319866878644, 0.019660320399062976, 0.11334745506090778, 0.11609175189265183, 0.019660319866878644, 0.09793049496199403, 0.03192157098757369, 0.019660319866878644, 0.21376149728894234, 0.019660320399062976, 0.019660320399062976, 0.019660319866878644, 0.019660319866878644, 0.1103704868416701, 0.019660320399062976]	14.0	0.21376149728894234	9.0	0.11609175189265183
