user_id	post_name	u_interactions_f	u_text_f	u_sentiment_c	u_sentiment_f	u_topic_c	u_topic_o
1641	3186	36	115	0	0.0	2	[0.0, 0.0, 0.79846948, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1642	290	6	129	2	0.839	42	[0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.20580226, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.01097803, 0.34409851]
1643	24631	4	123	2	1.0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78218496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1644	7065	5	66	0	0.0	0	[0.29089159, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.01154756, 0.23565869, 0.01154756, 0.01154756, 0.01154756]
1645	22539	4	107	0	0.0	2	[0.0, 0.0, 0.424063, 0.0, 0.17614254, 0.0, 0.0, 0.08759555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1646	2530	4	106	3	0.579	3	[0.0, 0.13261592, 0.0, 0.29638299, 0.11628087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09124698, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0946205, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1647	3369	5	102	2	1.0	31	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10882625, 0.11000048, 0.10000132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38152808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1648	11299	4	45	2	0.606	0	[0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581]
1649	30921	3	132	2	0.886	20	[0.0, 0.0, 0.0, 0.0, 0.05193314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75848281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1650	10012	7	54	2	1.0	1	[0.0, 0.37722382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11040533, 0.0, 0.0, 0.13152835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1651	2113	5	42	2	1.0	5	[0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.49067295, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684, 0.01212684]
1652	4704	3	64	1	0.524	28	[0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.26084486, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893, 0.01759893]
1653	7605	5	53	2	1.0	25	[0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242113, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.47833323, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062, 0.01242062]
1654	29901	3	77	2	0.808	26	[0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.25570706, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.27879578, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359, 0.01135359]
1655	24214	3	91	2	1.0	11	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35660538, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10276832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20450699, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1656	58470	3	95	2	1.0	32	[0.0, 0.0, 0.0, 0.12316725, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13486208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45037457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1657	34717	3	30	2	1.0	16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37500408, 0.0, 0.0, 0.0, 0.19911887, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14647676]
1658	27454	3	82	0	0.0	40	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20562974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12491094, 0.0, 0.0, 0.0, 0.0, 0.36913747, 0.0, 0.0]
1659	8595	3	92	2	1.0	10	[0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.33038992, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.07965869, 0.13906366, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219, 0.01127219]
1660	73574	4	80	2	1.0	11	[0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.43874085, 0.01052485, 0.12974019, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485, 0.01052485]
1661	30892	3	121	2	1.0	37	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.79268324, 0.0, 0.0, 0.0, 0.0, 0.0]
1662	66664	3	66	2	0.734	16	[0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.51563168, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258, 0.01153258]
1663	6358	4	117	2	1.0	5	[0.0, 0.0, 0.0, 0.0, 0.0, 0.32514229, 0.26618916, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1664	74498	3	140	2	1.0	3	[0.0, 0.0, 0.0, 0.30632192, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0861448, 0.0, 0.0, 0.0, 0.09674381, 0.0, 0.0, 0.0, 0.0, 0.09411956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08486336, 0.0, 0.0, 0.0, 0.0]
1665	26305	3	140	2	1.0	5	[0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.23244467, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.07576124, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.08627038, 0.08635235, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.01089327, 0.10522699, 0.01089327, 0.01089327, 0.01089327, 0.01089327]
1666	64226	3	135	0	0.0	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08014718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06017577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0556032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07834933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.50299716, 0.0, 0.0, 0.0]
1667	19040	6	134	2	0.896	25	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05887808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55610293, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17819156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1668	40420	4	113	2	0.889	3	[0.0, 0.0, 0.0, 0.46806431, 0.0, 0.0, 0.0, 0.0, 0.290696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1669	14946	3	115	0	0.0	24	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7789982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1670	1767	6	104	2	1.0	38	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05774654, 0.0, 0.05575994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06381801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.62325495, 0.0, 0.0, 0.0, 0.0]
1671	6623	4	82	0	0.0	20	[0.0, 0.0, 0.0, 0.12655704, 0.0, 0.09695806, 0.0, 0.15185329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25504819, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1672	21166	5	121	0	0.0	1	[0.06708758, 0.70015901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1673	3499	4	140	2	0.881	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06051897, 0.0, 0.26575306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20224692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16941504, 0.0, 0.05862899, 0.0, 0.0, 0.08141872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1674	44554	3	62	0	0.0	11	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22204782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19834208, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19782573, 0.0, 0.0, 0.0, 0.0, 0.0]
1675	24759	7	133	2	1.0	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.79535556, 0.0, 0.0, 0.0]
1676	28455	4	134	2	1.0	36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0655751, 0.06791763, 0.0, 0.0, 0.0, 0.11403333, 0.0, 0.0, 0.0, 0.0, 0.09215965, 0.0, 0.0, 0.0, 0.0, 0.05063272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06165633, 0.14328982, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14494216, 0.0, 0.05634731, 0.0, 0.0, 0.0, 0.0]
1677	34231	3	74	2	1.0	39	[0.0, 0.0, 0.15900251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20795935, 0.0, 0.0, 0.0, 0.0, 0.24919891, 0.0, 0.0, 0.0]
1678	7626	7	90	2	0.756	36	[0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.19342464, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.30382812, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213, 0.01226213]
1679	19248	3	125	0	0.0	15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.59208614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06271867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05724145, 0.0, 0.0, 0.0, 0.0, 0.06654603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1680	14330	4	100	2	1.0	21	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21075815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11533579, 0.0, 0.2143224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12414873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1681	4045	3	83	2	1.0	18	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2316124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26538286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1225265, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1682	15746	3	134	2	1.0	26	[0.0, 0.0, 0.11436782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11285309, 0.0, 0.0, 0.31235895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1683	2021	28	86	2	0.816	13	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.28623077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27690798, 0.0, 0.0, 0.0, 0.0, 0.14547807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1684	18477	4	102	2	1.0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37393412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13174467, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21562123, 0.0]
1685	5740	3	125	0	0.0	29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06540779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.73443097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1686	21581	4	96	0	0.0	29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09035545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10836369, 0.0, 0.25469008, 0.0, 0.11061615, 0.0, 0.0, 0.0, 0.1713216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1687	37034	5	87	2	0.775	36	[0.0, 0.15897885, 0.0, 0.0, 0.0, 0.0, 0.08319443, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1143975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07326582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3376247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1688	2997	18	136	2	0.69	32	[0.0, 0.0, 0.0, 0.12410158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.67149937, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1689	32700	6	81	2	1.0	0	[0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581, 0.02325581]
1690	9801	4	102	0	0.0	36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16887949, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15398252, 0.0, 0.0, 0.0, 0.0, 0.3174884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1691	15253	3	133	0	0.0	26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14251557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.61705744, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1692	26903	3	75	2	1.0	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33302623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18189511, 0.09303346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1693	6939	3	61	2	1.0	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42154261, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22215977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
